Naam gemeente (#6);inwonersaantal;;Naam gemeente (#6);GAS-reglement - milieugerelateerde overlast ;Klasse 1-inrichtingen ;Klasse 2-inrichtingen ;Klasse 3-inrichtingen;Geschat aantal niet-vergunde inrichtingen ;Bestuurlijke maatregelen - burgemeester;ZONDER dwangsom;tijdig uitgevoerd;MET dwangsom;tijdig uitgevoerd;Veiligheidsmaatregelen - burgemeester;tijdig uitgevoerd;Toezichthouders gemeenten;;VTE toezichthouders;VTE administratieve/juridische ondersteuning ;Totaal aantal klachten (schriftelijk en mondeling);milieubeheer;lucht;water;bodem;geluid;vergunningen;mest;afval;andere;Totaal aantal milieuhandhavingscontroles;navolgende milieuhandhavingscontroles naar aanleiding van schendingen vastgesteld in voorgaande jaren;aanvankelijke milieuhandhavingscontroles naar aanleiding van klachten;navolgende milieuhandhavingscontroles voor verdere opvolging van de controles naar aanleiding van klachten;aanvankelijke milieuhandhavingscontroles  op eigen initiatief, bijvoorbeeld in het kader van een geplande handhavingscampagne;navolgende milieuhandhavingscontroles voor verdere opvolging van de controles op eigen initiatief;Aanvankelijke milieuhandhavingscontroles met schending ; milieubeheer;lucht;water;bodem; geluid; vergunningen;mest;afval;andere;;Raadgeving;Aanmaning;Verslag van vaststelling;Proces-verbaal ;Bestuurlijke maatregelen; ZONDER dwangsom; tijdig uitgevoerd ;MET dwangsom; tijdig uitgevoerd;Veiligheidsmaatregelen;tijdig uitgevoerd ;Werden er tussen 1 januari 2021 en 31 december 2021 handhavingsactiviteiten uitgevoerd in het kader van de VCRO door verbalisanten RO en/of gemeentelijke stedenbouwkundige inspecteurs van de eigen gemeenten en/of de burgemeester? (#388);Verbalisanten;Stedenbouwkundige inspecteurs;Verbalisant/stedenbouwkundig inspecteur (gecombineerd);VTE verbalisanten/stedenbouwkundige inspecteurs;VTE verbalisant/stedenbouwkundig inspecteur;VTE verbalisant;VTE  stedenbouwkundig inspecteur ;VTE administratieve/juridische ondersteuning;Totaal aantal klachten (schriftelijk en mondeling);Totaal aantal stedenbouwkundige controles;navolgende stedenbouwkundige controles naar aanleiding van schendingen vastgesteld in voorgaande jaren;aanvankelijke stedenbouwkundige controles naar aanleiding van klachten;navolgende stedenbouwkundige controles voor verdere opvolging van de controles naar aanleiding van klachten;aanvankelijke stedenbouwkundige controles  op eigen initiatief;navolgende stedenbouwkundige controles voor verdere opvolging van de controles op eigen initiatief;Aanvankelijke stedenbouwkundige controles met schending ;Overtredingsgraad;Raadgeving;Aanmaning;Verslag van vaststelling;Proces-verbaal;Bevel tot staking;Bestuurlijke maatregel ZONDER dwangsom;tijdig uitgevoerd;Bestuurlijke maatregel MET dwangsom;tijdig uitgevoerd;Afgesloten minnelijke schikking;Ingeleide herstelvordering bij Openbaar Ministerie;Herstel gevorderd bij burgerlijke rechter;Ambtshalve uitvoering gerechtelijke herstelmaartegel;Opmerking gemeente;;Doet de gemeente (ook) beroep op een formeel intergemeentelijk samenwerkingsverband voor de uitvoering van omgevingshandhavingstaken? (#115);Naam intergemeentelijk samenwerkingsverband? (#116);Had uw intergemeentelijk samenwerkingsverband tussen 1 januari 2021 en 31 december 2021 intergemeentelijke toezichthouders milieuhandhaving en/of geluid werkzaam zoals vermeld in artikel 16.3.1, 란1, 4랍, van het DABM die handhavingstaken uitvoerden voor de desbetreffende gemeente? (#120);Toezichthouders;VTE toezichthouders;VTE administratieve/juridische ondersteuning ;Totaal aantal klachten (schriftelijk en mondeling); milieubeheer;lucht;water;bodem;geluid;vergunningen;mest;afval;andere;Totaal aantal milieuhandhavingscontroles ;navolgende milieuhandhavingscontroles naar aanleiding van schendingen vastgesteld in voorgaande jaren;aanvankelijke milieuhandhavingscontroles naar aanleiding van klachten;navolgende milieuhandhavingscontroles voor verdere opvolging van de controles naar aanleiding van klachten;aanvankelijke milieuhandhavingscontroles  op eigen initiatief;navolgende milieuhandhavingscontroles voor verdere opvolging van de controles op eigen initiatief;Aanvankelijke milieuhandhavingscontroles met schending ;milieubeheer;lucht;water;bodem;geluid;vergunningen;mest;afval;overige;overtredingsgraad;Raadgeving;Aanmaning;Verslag van vaststelling;Proces-verbaal;Bestuurlijke maatregelen ZONDER dwangsom ;tijdig uitgevoerd;Bestuurlijke maatregelen MET dwangsom;tijdig uitgevoerd;Veiligheidsmaatregelen;tijdig uitgevoerd;Had uw intergemeentelijk samenwerkingsverband tussen 1 januari 2021 en 31 december 2021 verbalisanten RO en/of stedenbouwkundige inspecteurs werkzaam conform de VCRO die handhavingstaken uitvoerden voor de desbetreffende gemeente? (#166);VERBALISANT ;Stedenbouwkundige inspecteurs;GECOMBINEERDE functie verbalisant/stedenbouwkundig inspecteur ;VTE  gecombineerde functie verbalisant/ stedenbouwkundig inspecteur; VTE  verbalisant; VTE  stedenbouwkundig inspecteur;VTE administratieve/juridische ondersteuning;Totaal aantal klachten (schriftelijk en mondeling);Totaal aantal stedenbouwkundige controles ;navolgende stedenbouwkundige controles naar aanleiding van schendingen vastgesteld in voorgaande jaren;aanvankelijke stedenbouwkunidhe controles naar aanleiding van klachten;navolgende stedenbouwkundige controles voor verdere opvolging van de controles naar aanleiding van klachten;aanvankelijke stedenbouwkundige controles  op eigen initiatief;navolgende stedenbouwkundige controles voor verdere opvolging van de controles op eigen initiatief;Aanvankelijke stedenbouwkundige controles met schending ;Overtredingsgraad;Raadgeving;Aanmaning ;Verslag van vaststelling;Proces-verbaal;Bevel tot staking;Bestuurlijke maatregelen  ZONDER dwangsom ;tijdig uitgevoerd;Bestuurlijke maatregelen MET dwangsom ;tijdig uitgevoerd;Afgesloten minnelijke schikking;Ingeleide herstelvordering bij Openbaar Ministerie;Herstel gevorderd bij burgerlijke rechter;Ambtshalve uitvoering gerechtelijke herstelmaartegel;Opmerking intergemeentelijk samenwerkingsverband ;Doet de gemeente (ook) beroep op een politiezone voor de uitvoering van omgevingshandhavingstaken? (#229);Naam van de politiezone;Had uw politiezone tussen 1 januari 2021 en 31 december 2021 intergemeentelijke toezichthouders milieuhandhaving en/of geluid werkzaam zoals vermeld in artikel 16.3.1, 란1, 4랍, van het DABM die handhavingstaken uitvoerden voor de desbetreffende gemeente? (#234);Toezichthouders;VTE toezichthouders;VTE administratieve/juridische ondersteuning ;Totaal aantal klachten (schriftelijk en mondeling);milieubeheer;lucht;water;bodem;geluid;vergunningen;mest;afval;overige;Totaal aantal milieuhandhavingscontroles ;navolgende milieuhandhavingscontroles naar aanleiding van schendingen vastgesteld in voorgaande jaren;aanvankelijke milieuhandhavingscontroles naar aanleiding van klachten;navolgende milieuhandhavingscontroles voor verdere opvolging van de controles naar aanleiding van klachten;aanvankelijke milieuhandhavingscontroles  op eigen initiatief;navolgende milieuhandhavingscontroles voor verdere opvolging van de controles op eigen initiatief;Aanvankelijke milieuhandhavingscontroles met schending ;milieubeheer;lucht;water;bodem;geluid;vergunningen;mest;afval;overige;overtredingsgraad;Raadgeving;Aanmaning;Verslag van vaststelling;Proces-verbaal;Bestuurlijke maatregelen ZONDER dwangsom ;tijdig uitgevoerd;Bestuurlijke maatregelen MET dwangsom ;tijdig uitgevoerd;Veiligheidsmaatregelen;tijdig uitgevoerd;Werden er tussen 1 januari 2021 en 31 december 2021 door uw politiezone handhavingsactiviteiten verricht in het kader van de VCRO in de desbetreffende gemeente? (#281);VTE;Aantal klachten (schriftelijke en mondeling) ;Totaal aantal stedenbouwkundige controles ;navolgende stedenbouwkundige controles naar aanleiding van schendingen vastgesteld in voorgaande jaren;aanvankelijke stedenbouwkunidhe controles naar aanleiding van klachten;navolgende stedenbouwkundige controles voor verdere opvolging van de controles naar aanleiding van klachten;aanvankelijke stedenbouwkundige controles  op eigen initiatief;navolgende stedenbouwkundige controles voor verdere opvolging van de controles op eigen initiatief;Aanvankelijke stedenbouwkundige controles met schending ;Overtredingsgraad;Gewezen op wettelijke verplichtingen;Verslag van vaststelling;Proces-verbaal;Bevel tot staking;Opmerking politiezone;
Knokke-Heist;32863;;Knokke-Heist;Ja;2;17;149;tussen 11 en 50;;1;1;0;;0;;1;;0,2;0,1;20;3;4;0;1;8;0;3;1;0;26;3;20;3;0;0;12;1;3;0;0;6;0;2;0;0;;12;12;0;0;;0;;0;;0;;Ja;0;0;1;;1;0;0;0;174;225;15;80;40;70;20;50;;15;210;4;4;0;0;;0;;0;3;0;0;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koekelare;8769;;Koekelare;Ja;112;186;603;niet gekend;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;WVI;Ja;1;0,01;0;4;0;1;0;0;0;2;0;1;0;5;0;4;1;0;0;1;0;1;0;0;0;0;0;0;0;;0;1;0;0;0;;0;;0;;Ja;0;0;1;0,09;0;0;0;22;18;0;14;4;0;0;14;;1;7;0;6;1;0;;0;;0;0;1;0;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koksijde;21846;;Koksijde;Ja;11;65;350;niet gekend;;0;;0;;0;;2;;0,05;0;7;0;3;0;1;2;0;0;1;0;11;0;7;4;0;0;1;0;0;0;0;0;0;0;1;0;;1;1;0;0;;0;;0;;0;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;PZ Westkust;Ja;2;0,1;0;1;0;0;0;0;1;0;0;0;0;2;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;;0;3;0;3;0;;0;;0;;Ja;0,2;32;32;0;32;0;0;0;19;;0;5;21;5;;
Kontich;21333;;Kontich;Ja;22;130;383;niet gekend;;0;;0;;0;;2;;0,5;0;47;3;0;7;0;3;20;2;12;0;76;4;37;12;6;17;25;2;0;4;0;2;11;1;6;0;;3;34;0;4;;2;1;0;;0;;Ja;1;0;0;;0;0,5;0;0;70;63;1;15;7;30;10;20;;2;66;0;4;4;0;;0;;0;0;0;0;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;PZ HEKLA;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;niet gekend;0;8;1;7;0;0;0;2;;7;0;2;0;;
Kortemark;12793;;Kortemark;Ja;112;280;niet gekend;niet gekend;;0;;0;;0;;1;;0,1;0,1;64;3;5;4;0;35;2;1;niet gekend;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;0;0;0;;0;;0;;0;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;WVI;Ja;1;0,05;0;9;0;1;0;0;2;6;0;0;0;13;0;9;4;0;0;4;1;0;0;0;0;3;0;0;0;;0;3;0;1;0;;0;;0;;Ja;0;0;1;0,15;0;0;0;19;18;0;12;6;0;0;11;;1;3;0;7;2;0;;0;;0;0;0;0;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kortenaken;7918;;Kortenaken;Ja;0;0;0;niet gekend;;0;;0;;0;;1;;0,05;0,05;26;5;3;2;2;2;0;2;10;0;11;1;5;5;0;0;2;0;0;0;2;0;0;0;0;0;;25;5;0;0;;0;;0;;0;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kortenberg;20463;;Kortenberg;Ja;12;101;694;niet gekend;;0;;0;;0;;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;;0;;0;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Interleuven;Ja;2;0,1;0,1;6;0;0;0;1;1;0;1;3;0;10;1;5;1;3;0;5;0;0;0;1;1;1;1;1;0;;0;4;0;1;0;;0;;0;;Ja;2;0;0;0;0,2;0;0;8;25;4;2;0;19;0;8;;1;27;0;8;0;0;;0;;0;0;0;0;De gegevens inzake controles zijn vooral gebaseerd op effectieve plaatsbezoeken. De controles van stukken worden niet steeds genoteerd in de database.;Ja;PZ Herko;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;
Kortessem;8594;;Kortessem;Ja;niet gekend;niet gekend;niet gekend;niet gekend;;3;3;0;;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;PZ Borgloon;Ja;0;0;0,5;13;0;0;1;0;0;1;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;niet gekend;0;0;0;0;;0;;0;;Ja;niet gekend;1;2;0;1;1;0;0;1;;niet gekend;1;1;0;;
Kortrijk;77705;;Kortrijk;Ja;200;500;2000;niet gekend;;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;1;0;0;;0;0,5;0;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;;niet gekend;niet gekend;0;5;2;0;;0;;0;0;0;0;;;Ja;Intercommunale Leiedal;Ja;1;0,1;0;5;3;0;0;0;1;1;0;0;0;4;0;4;0;0;0;2;2;0;0;0;0;0;0;0;0;;2;1;0;0;0;;0;;0;;Ja;1;0;0;0;0,2;0;niet gekend;12;13;1;11;1;0;0;11;;4;6;0;0;0;0;;0;;0;0;0;0;;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;;
Kraainem;13888;;Kraainem;Ja;14;29;84;niet gekend;;0;;0;;0;;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;;0;;0;;Ja;1;0;0;;0;0,1;0;0;1;6;0;3;3;0;0;1;;0;4;0;1;0;0;;0;;0;1;0;0;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kruibeke;16965;;Kruibeke;Neen;36;61;341;niet gekend;;0;;0;;0;;1;;0,2;0,1;74;5;10;19;6;5;3;3;16;7;49;7;26;4;10;2;23;0;4;17;0;1;0;0;1;0;;1;4;0;18;;0;;0;;0;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;PZ Kruibeke-Temse;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;0,2;5;5;0;5;0;0;0;0;;5;0;0;0;;
Kruisem;15878;;Kruisem;Ja;54;179;niet gekend;niet gekend;;0;;0;;0;;2;;0,1;0;10;0;0;1;1;3;4;0;1;0;16;1;12;3;0;0;6;0;0;2;1;0;2;0;1;0;;2;3;6;4;;0;;0;;0;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;PZ Vlaamse Ardennen;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;niet gekend;niet gekend ;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;;niet gekend;niet gekend;niet gekend;neit gekend;Politie maakt andere opdeling. ;
Kuurne;13971;;Kuurne;non-respons;non-respons;non-respons;non-respons;non-respons;;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;non-respons;
Laakdal;16458;;Laakdal;Ja;25;65;niet gekend;niet gekend;;0;;0;;0;;1;;0,05;0,05;13;0;1;2;0;2;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;;0;;0;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;IOK;Ja;3;niet gekend;niet gekend;0;0;0;0;0;0;0;0;0;0;8;2;3;3;0;0;3;0;1;0;2;0;0;0;0;0;;0;1;0;0;0;;0;;0;;Ja;3;2;0;0;niet gekend;niet gekend;niet gekend;0;2;1;1;0;0;0;1;;0;2;0;0;0;0;;0;;0;0;0;0; ;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Laarne;12512;;Laarne;Ja;2;5;26;niet gekend;;2;2;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Door Omgevingsambtenaar werden 28 klachten met betrekking tot milieu schriftelijk ontvangen, een 50 tal mondeling (vooral zwerfvuil).
23 controles werden uitgevoerd. in samenwerking met politie.";;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;PZ Wetteren - Laarne - Wichelen;Ja;1;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;;niet gekend;;Ja;0;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;;niet gekend;niet gekend;niet gekend;niet gekend;;
Lanaken;26153;;Lanaken;Ja;29;niet gekend;niet gekend;niet gekend;;0;;0;;0;;1;;0,2;0,1;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;28;3;12;5;4;4;7;0;0;2;2;0;1;1;1;0;;0;5;0;2;;0;;0;;0;;Ja;1;0;0;;0;0,5;0;0;32;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;37;;niet gekend;12;0;6;3;0;;0;;0;0;0;0;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landen;16143;;Landen;Ja;12;80;300;tussen 11 en 50;;1;1;0;;0;;1;;0,2;0,1;144;5;8;30;6;15;10;25;40;5;135;105;10;5;5;10;64;0;0;15;5;10;4;10;20;niet gekend;;20;30;0;1;;1;0;0;;0;;Ja;0;0;1;;0,1;0,1;0;0;4;3;1;2;0;0;0;0;;0;0;0;0;1;0;;0;;0;1;0;0;"De software om correct en vlot het aantal ingedeelde inrichtingen te genereren faalt al eens. Hinder is niet altijd correct uit te drukken in normen of getallen.       
";;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;PZ Getevallei;Ja;1;0;0;213;0;23;0;0;149;0;3;38;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;7;1;;0;0;0;8;0;;0;;0;;Ja;0,1;10;5;3;1;1;0;0;1;;2;0;1;1;;
Langemark-Poelkapelle;7924;;Langemark-Poelkapelle;Ja;78;207;310;niet gekend;;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;PZ Arro Ieper;Ja;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;;
Lebbeke;19716;;Lebbeke;Ja;niet gekend;niet gekend;niet gekend;niet gekend;;0;;0;;0;;1;;0,1;1;27;0;4;0;2;3;9;0;8;1;27;0;4;0;0;0;27;0;4;0;2;3;9;0;8;1;;15;11;0;0;;0;;0;;0;;Ja;0;0;0;;0;0;0;0,1;17;17;niet gekend;17;niet gekend;0;0;0;;0;3;4;8;2;niet gekend;niet gekend;niet gekend;niet gekend;0;niet gekend;niet gekend;niet gekend;;;Ja;Dienstverlenende Vereniging DDS;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;Ja;PZ Lebbeke/Buggenhout;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neen;;;;;;;;;;;;;;;;
Lede;19047;;Lede;Ja;6;74;750;niet gekend;;0;;0;;0;;1;;0,01;0,05;6;2;0;0;0;2;niet gekend;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;;0;;0;;Ja;niet gekend;0;0;;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;0;0;niet gekend;;niet gekend;niet gekend;0;0;0;0;;0;;0;0;0;0;"Het aantal 3e klasse inrichtingen is een raming wegens het ontbreken van een actuele datalijst (stopzettingen 3e kl inrichtingen grotendeels niet gekend; wijzigingen van rubrieken van 3e klasse naar niet ingedeeld; tijdelijke inrichtingen zoals bv. bronbemalingen). 
";;Ja;SOLVA;Ja;1;0,05;0,01;9;0;1;0;0;1;3;0;3;1;13;2;7;1;0;3;7;0;1;0;0;1;2;0;2;1;;1;5;0;0;0;;0;;0;;Ja;0;0;1;0,1;0;0;0,03;14;32;11;10;7;0;4;10;;2;10;0;2;2;0;;0;;0;0;0;0;;Ja;PZ Erpe-Mere/Lede;Neen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;niet gekend;;niet gekend;niet gekend;4;niet gekend;"Er worden in de PZ geen cijfergegevens bijgehouden van het aantal VTE's die besteed zijn aan milieu of stedenbouw. 
Wij beschikken ook over geen cijfers met betrekking tot raadgevingen, juridisch advies of aanmaningen.
";
